Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,RowNumber,RowName,Coal,Gas,Oil,Nuclear,Hydro,Biomass,Wind,Geothermal,Solar,Other sources,Total - please ensure this equals 100%,Year data applies to
Cities 2020,74453,"City of Highland Park, IL",United States of America,North America,,Energy,1,Electricity source,29,31,0,35,1,0,3,0,0,1,100,
Cities 2020,74463,"Village of Park Forest, IL",United States of America,North America,,Energy,1,Electricity source,27.3,9.1,0.2,15.1,0.5,0.3,47,0,0.1,0.4,100,2018
Cities 2020,74466,"Village of South Barrington, IL",United States of America,North America,,Energy,1,Electricity source,50,50,0,0,0,0,0,0,0,0,100,
Cities 2020,74488,"City of Beverly, MA",United States of America,North America,,Energy,1,Electricity source,,44,4,,,,,,1,51,,
Cities 2020,74508,"City of Winona, MN",United States of America,North America,,Energy,1,Electricity source,23,23,0,28,6,2,15,0,3,0,100,2019
Cities 2020,74531,Santa Fe County,United States of America,North America,,Energy,1,Electricity source,50.6,11.1,0,29.5,0,0,6.4,0.1,2.3,0,100,2016
Cities 2020,74546,"City of Milwaukie, OR",United States of America,North America,,Energy,1,Electricity source,13.9836,36.8,0.07,0,25.24,0.17,5.5,0,0,18.1,99.8636,2020
Cities 2020,74558,"Summit County, UT",United States of America,North America,,Energy,1,Electricity source,61,14,,,6,,,,,19,,2019
Cities 2020,74563,"Town of Guilford, VT",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,74575,Dane County,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,74594,City of Boynton Beach,United States of America,North America,,Energy,1,Electricity source,5.34,70.04,0.38,17.13,0,0,0,0,0.06,7.05,100,
Cities 2020,74607,Gemeente Alkmaar,Netherlands,Europe,,Energy,1,Electricity source,,43.1,,,,,,3.8,,,,2018
Cities 2020,74643,Dijon métropole,France,Europe,,Energy,1,Electricity source,0.3,7.2,0.4,70.6,11.2,1.8,6.3,0,2.2,0,100,2019
Cities 2020,74671,Kadıköy,Turkey,Europe,,Energy,1,Electricity source,1,75,0,0,24,0,0,0,0,0,100,2016
Cities 2020,74672,Bursa Nilüfer Municipality,Turkey,Europe,,Energy,1,Electricity source,36,11,,,20,,2,3,3,25,,2019
Cities 2020,74680,City of Iasi,Romania,Europe,,Energy,1,Electricity source,30,67,0.2,0,0,,0,0,0.8,2,,2012
Cities 2020,74695,Sandnes kommune,Norway,Europe,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,2018
Cities 2020,826103,Ayuntamiento de Casimiro Castillo,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826182,Ayuntamiento de Tonalá,Mexico,Latin America,,Energy,1,Electricity source,45,80,0,0,0,0,0,0,,,,
Cities 2020,826201,Ayuntamiento de Zapopan,Mexico,Latin America,,Energy,1,Electricity source,4.31,19.73,62.39,2.41,1.8,5.72,0.73,1.75,0.37,0.79,100,2018
Cities 2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,Latin America,,Energy,1,Electricity source,0,0,100,0,0,0,0,0,0,0,100,
Cities 2020,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826209,Aipromades Lago de Chapala,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826211,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),Mexico,Latin America,,Energy,1,Electricity source,0,12,88,,,,,,,,,2013
Cities 2020,826212,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico,Latin America,,Energy,1,Electricity source,7,7,17,0,17,3,6,1,1,41,100,2017
Cities 2020,826236,Prefeitura de Tremembé,Brazil,Latin America,,Energy,1,Electricity source,,4,,,95,,,,1,,,2019
Cities 2020,826237,Alcaldia de Madrid,Colombia,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2018
Cities 2020,826238,Alcaldia de Mosquera,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826243,Alcaldia de Cartago,Colombia,Latin America,,Energy,1,Electricity source,,,,,99.9,,,,0.1,,,
Cities 2020,826380,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826381,Junta Intermunicipal de la Región Norte del Estado de Jalisco (JINOR),Mexico,Latin America,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,
Cities 2020,826396,Munícipio de Sintra,Portugal,Europe,,Energy,1,Electricity source,37,23,0,0,16,6,15,0,1,2,100,2018
Cities 2020,826407,Munícipio de Mirandela,Portugal,Europe,,Energy,1,Electricity source,0,20,75,0,0,0,0,0,5,,,
Cities 2020,826427,Município de Valongo,Portugal,Europe,,Energy,1,Electricity source,37,25,,0,8,5,12,,,13,,2017
Cities 2020,826429,Município de Figueira da Foz,Portugal,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826450,Durham County Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,4.79,38.75,0.29,17.74,1.54,8.91,19.44,0,1.47,7.07,100,2018
Cities 2020,827047,Fuzhou Municipal People's Government,China,East Asia,,Energy,1,Electricity source,46.44,,,43.19,7.86,,2.46,,0.05,,,2018
Cities 2020,827048,Zhenjiang Municipal People's Government,China,East Asia,,Energy,1,Electricity source,60.4,7,18.8,15.7,,,23.5,,9.8,13.8,,
Cities 2020,831152,Municipio de San Pedro de Urabá,Colombia,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,
Cities 2020,831230,Municipality of La Marsa,Tunisia,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831431,Cornwall Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831616,Commune de Tsévié,Togo,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831618,Yaoundé 4,Cameroon,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831674,Município de Amarante,Portugal,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831926,Ramallah,State of Palestine,Middle East,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,831999,Concejo Municipal de Distrito de Monte Verde,Costa Rica,Latin America,,Energy,1,Electricity source,0,0,0,0,0,0,15.88,13.37,0.08,70.67,100,2019
Cities 2020,832000,Municipalidad de Desamparados,Costa Rica,Latin America,,Energy,1,Electricity source,0,0,0.85,0,69.18,0.64,15.88,13.37,0.08,0,100,2018
Cities 2020,832002,Municipalidad de Quepos,Costa Rica,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,832009,Ayuntamiento de Xalapa,Mexico,Latin America,,Energy,1,Electricity source,12,0,63,4,10,1,4,2,1,3,100,2013
Cities 2020,832078,Município de Mafra,Portugal,Europe,,Energy,1,Electricity source,,,,0,,,,0,,0,,
Cities 2020,832097,Município de Lagos,Portugal,Europe,,Energy,1,Electricity source,0,12.703,41.9,0,45,0,0,0,0,0.397,100,2018
Cities 2020,832274,Município de Odemira,Portugal,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,832509,Slough Borough Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,832610,"Orange County, NC",United States of America,North America,,Energy,1,Electricity source,27,35,1,35,1,0,0,0,1,0,100,2019
Cities 2020,832838,Town of Wellfleet,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,832909,Município de Coruche,Portugal,Europe,,Energy,1,Electricity source,,,,,,,,,10.3,,,
Cities 2020,833284,West Midlands Combined Authority,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,3.8,31.4,0.2,15.1,2.8,12,47.4,,,2.5,,2019
Cities 2020,834058,Bogor Regency,Indonesia,Southeast Asia and Oceania,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,
Cities 2020,834083,"City of Eau Claire, WI",United States of America,North America,,Energy,1,Electricity source,34.6,14.8,0,27,7.3,2,13.7,0,0,0.6,100,
Cities 2020,834126,Dobong-gu Municipal Government,Republic of Korea,East Asia,,Energy,1,Electricity source,29.5,31.6,3,18.5,3.7,3.11,0.36,0.14,1.38,8.71,100,
Cities 2020,834139,Gangdong-gu Municipal Government,Republic of Korea,East Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834157,Hang Tuah Jaya Municipal Council,Malaysia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834167,Kochi Municipal Corporation,India,South and West Asia,,Energy,1,Electricity source,0,0,0,0,99.93,0,0,0,0.07,0,100,
Cities 2020,834219,Municipality of Corrientes,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834229,Municipality of Bragado,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834251,Municipality of Coronel Dominguez,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834255,Municipality of Guaymallén,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834259,Municipality of Lobos,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834261,Municipality of Irapuato,Mexico,Latin America,,Energy,1,Electricity source,0,0,100,0,0,0,0,0,0,0,100,
Cities 2020,834278,Municipality of Resistencia,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834289,Municipality of Rauch,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834301,Municipality of San Antonio de Areco,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834313,Municipality of Tópaga,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834347,Seberang Perai Municipal Council,Malaysia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,1,,,
Cities 2020,834373,"Town of York, ME",United States of America,North America,,Energy,1,Electricity source,0.5,48.5,0.2,30.5,8.9,6.04,3.6,0,1.7,0.06,100,2019
Cities 2020,834374,Tagum City,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,0,,0,0,0,0,0,0,,,,
Cities 2020,834403,Municipality of San Martín de los Andes,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,834406,Municipality of San Pedro Tlaquepaque,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839648,Ayuntamiento Victoria,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839650,Ayuntamiento de Uriangato,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839665,Ayuntamiento de Celaya,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839666,Municipio de Escuintla,Guatemala,Latin America,,Energy,1,Electricity source,30,0,50,0,10,5,0,0,0,5,100,
Cities 2020,839667,Municipio de Guanagazapa,Guatemala,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839668,Municipio de Iztapa,Guatemala,Latin America,,Energy,1,Electricity source,,,10,,,7,,,,83,,2018
Cities 2020,839672,Municipalidad Distrital de La Molina,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839673,Municipalidad Distrital de Jesús María,Peru,Latin America,,Energy,1,Electricity source,,,,,100,,,,,,,2019
Cities 2020,839967,Malargue,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839970,San Justo (Argentina),Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,839980,Municipalidad de Avellaneda,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840018,Municipalidad Distrital de Ate,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840035,Cerrito,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840036,La Paz,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840038,Justiniano Posse,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840039,Arequito,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840070,Somerset West and Taunton,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,5,40,0,21,1,6,14,0,5,8,100,2018
Cities 2020,840122,Siliguri Municipal Corporation,India,South and West Asia,,Energy,1,Electricity source,90.8,1.12,0,0,8.07,0,0,0,0.01,0,100,2018
Cities 2020,840131,Tiruchirappalli City Municipal Corporation,India,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840161,Municipality of Del Carmen,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840178,Michuhol-gu Municipal Government of Incheon,Republic of Korea,East Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840244,Prefeitura de Águas da Prata,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,4,75,0,2,0,0,19,100,
Cities 2020,840269,"Town of Whitby, ON",Canada,North America,,Energy,1,Electricity source,0,28,0,35,23,1,12,0,1,0,100,
Cities 2020,840313,Municipalidad Cerro Navia,Chile,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840371,Falkoping Kommun,Sweden,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840521,City of Denizli,Turkey,Europe,,Energy,1,Electricity source,,,,,,,,,,,,2016
Cities 2020,840529,Ayuntamiento de Victoria (Tamaulipas),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840601,Ayuntamiento de San Miguel de Allende,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840905,City of Kaysone Phomvihane,Lao People's Democratic Republic,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840914,Prefeitura de Cáceres,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840917,Prefeitura de Pau Brasil,Brazil,Latin America,,Energy,1,Electricity source,,,,,100,,,,,,,
Cities 2020,840918,Prefeitura de Pilões,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840923,Prefeitura de Nova Santa Rita,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2020
Cities 2020,840924,Prefeitura de Alexânia,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840926,Prefeitura de Serra Talhada,Brazil,Latin America,,Energy,1,Electricity source,1.9,7.8,5.2,1.2,60.8,8.6,8.6,0,1.2,4.7,100,2019
Cities 2020,840927,Prefeitura de São Cristóvão,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840931,Prefeitura de Cordeirópolis,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840935,Prefeitura de Brasiléia,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840936,Prefeitura de Guanhães,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840943,Prefeitura de Boa Ventura,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,98,0,2,0,0,0,100,2020
Cities 2020,840944,Prefeitura de Carnaúba dos Dantas,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840945,Prefeitura de Santa Bárbara,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,840948,City of Pakse,Lao People's Democratic Republic,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841003,Ayuntamiento de Apodaca,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841098,Municipalidad Distrital de Chimbote,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841269,Municipalidad de Montecarlo,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841490,Penampang District Council,Malaysia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841491,Muar Municipal Council,Malaysia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841492,Tawau Municipal Council,Malaysia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,841540,South Lakeland District Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,3.11,26.76,0.17,11.9,2.28,8.81,27.98,0,13.16,5.83,100,2020
Cities 2020,841964,"City of Hallandale Beach, FL",United States of America,North America,,Energy,1,Electricity source,5.34,70.04,0.38,17.13,0,0,0,0,0.06,7.05,100,2016
Cities 2020,842160,Balikesir Metropolitan Municipality,Turkey,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,842165,Mezitli,Turkey,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,843399,Wandsworth Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,3.11,26.76,0.17,11.9,2.28,8.81,27.98,0,13.16,5.83,100,2020
Cities 2020,845131,Prefeitura de Dois Irmãos,Brazil,Latin America,,Energy,1,Electricity source,,,,,100,,,,,,,
Cities 2020,845132,Prefeitura de Goiás (Goiás Velho),Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2019
Cities 2020,845133,Prefeitura de Monteiro Lobato,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845134,Prefeitura de São Bento do Una,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,100,,,,,2019
Cities 2020,845299,San Sebastián de Mariquita,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845301,Montes de Oca,Costa Rica,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2020
Cities 2020,845302,Paraíso,Costa Rica,Latin America,,Energy,1,Electricity source,,,,,1,,,,,,,
Cities 2020,845304,Santa Ana (Costa Rica),Costa Rica,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845307,Zarcero,Costa Rica,Latin America,,Energy,1,Electricity source,0,0,0,0,69.18,0.64,15.88,13.37,0.08,0.85,100,2019
Cities 2020,845308,Puerto Cortés,Honduras,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845309,Puente Piedra,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845316,Villa de Soto,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,845317,Quemú Quemú,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847236,Ramona,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847242,Oberá,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847243,Maggiolo,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847244,Chañaritos,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847245,Leandro . N. Alem,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847246,La Francia,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847263,Almafuerte,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848122,Alajuela,Costa Rica,Latin America,,Energy,1,Electricity source,2,2,33,0,60,1,0,0,2,0,100,2020
Cities 2020,848125,Oreamuno,Costa Rica,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848127,Santa Bárbara (Costa Rica),Costa Rica,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848128,Ocú,Panama,Latin America,,Energy,1,Electricity source,0,10,30,0,48,0,7,0,5,0,100,2019
Cities 2020,848129,Esquías,Honduras,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848130,San Pedro Yepocapa,Guatemala,Latin America,,Energy,1,Electricity source,,,,,10,,,,,,,2020
Cities 2020,848131,Gámeza,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848133,Villa Gobernador Gálvez,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848135,San Pedro de la Paz,Chile,Latin America,,Energy,1,Electricity source,12.1,0.6,43.8,0,8.2,35.3,0,0,0,0,100,2015
Cities 2020,848137,Beteitiva,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848138,Prefeitura de Conde (Paraíba),Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848145,Ciudad Madero,Mexico,Latin America,,Energy,1,Electricity source,4.31,20,62.39,2.41,1.8,5.72,0.73,1.75,0.37,0.52,100,2020
Cities 2020,848249,Corrales,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848259,Mongua,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848402,Lincoln (Argentina),Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848404,Mongui,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848408,Municipio de Cajamarca,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848409,Lince,Peru,Latin America,,Energy,1,Electricity source,,,,,40,,,60,,,,2020
Cities 2020,848469,City of Georgetown,Guyana,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,3.11,26.76,0.17,11.9,2.28,8.81,27.98,0,13.16,5.83,100,2020
Cities 2020,848476,Municipalidad de Cañas,Costa Rica,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848478,Banyuwangi City,Indonesia,Southeast Asia and Oceania,,Energy,1,Electricity source,57,25,,,12,,,,6,,,2019
Cities 2020,848483,Oliva (Argentina),Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848484,General Lagos,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848502,West Torrens City Council,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848565,Chicago Metropolitan Mayors Caucus,United States of America,North America,,Energy,1,Electricity source,38,21,0,35,1,2,2,0,0,1,100,2015
Cities 2020,848567,Mid-America Regional Council,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848568,"Metropolitan Council, Twin Cities",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848927,Ville de Maroua,Cameroon,Africa,,Energy,1,Electricity source,,,24,,75,,,,1,,,2020
Cities 2020,848964,Presidencia Roque Sáenz Peña,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848970,Villa Carlos Paz,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848971,Balcarce,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848972,Transito,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848976,Pronunciamiento,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848977,Busbanza,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848978,Floresta,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848981,City of Ormoc,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848997,Villarino,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,848998,Villa de Merlo,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849016,Concepción del Uruguay,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849023,Uruapan,Mexico,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2020
Cities 2020,849039,Ceres (Argentina),Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849040,General Pueyrredon,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849041,Gualeguaychú,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849042,Plottier,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849043,Santa Anita (Argentina),Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849044,Villa Amelia,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849051,Udaipur Municipal Corporation,India,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849121,Junín,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,849122,Puerto Madryn,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
